"Root","Project","Docs","Bytes","PRD","Roadmap","Finance","Design","Architecture","LegalRisk","Recent","KeyDocs","HeadingSample"
"Voyager","09_Mentor_Ia","14","29775","4","11","0","13","8","1","2026-03-27 18:12","01_software\09_Mentor_Ia\PROTOCOL.md | 01_software\09_Mentor_Ia\_meta\questions-log.md | 01_software\09_Mentor_Ia\docs\ROADMAP.md | 01_software\09_Mentor_Ia\docs\PRD.md | 01_software\09_Mentor_Ia\docs\TDD.md | 01_software\09_Mentor_Ia\docs\TEST_PLAN.md | 01_software\09_Mentor_Ia\docs\GLOSSARY.md | 01_software\09_Mentor_Ia\docs\USER_DOCS.md","CLAUDE.md — Entry Point para Claude Code || Proyecto: Mentor-IA — Acelerador de Aprendizaje || Estado de Documentación || CHANGELOG — Mentor-IA — Historial de Cambios || [Unreleased] — 2026-03-27 || Added || Technical Debt || USER_DOCS — Gua del Usuario: Tu Mentor Personal || 1. Inicio Rápido: El Diagnóstico || 2. Diálogo Socrático || 3. El Árbol de Habilidades (Skills) || 4. Cambiando de Tutor || 5. El Roadmap Dinámico || STATUS || ROADMAP — Mentor-IA — Plan de Desarrollo del Tutor Inteligente || FASE 1 — Núcleo de Tutorial y Diagnóstico || TASK-1.1.1 — Motor de Evaluación Inicial (Skills Tree) || TASK-1.1.2 — Almacenamiento Persistente de Progreso || FASE 2 — Inteligencia Socrática (Loop de Diálogo) || TASK-2.1.1 — Implementación del Orquestador de Diálogo || TASK-2.2.1 — Refinamiento de Perfiles de Expertos || FASE 3 — Interfaz y Visualización || TDD — Mentor-IA — Motor Socrático y Árbol de Habilidades || 1. Stack Tecnológico (Recomendado) || 2. Arquitectura del Sistema || 3. Estructura de Datos del Árbol de Habilidades || 4. Flujo de Diálogo Socrático || STATUS"
"Voyager","10_My_Soul","43","837678","10","22","5","37","27","11","2026-03-27 18:33","01_software\10_My_Soul\mysoul\.md | 01_software\10_My_Soul\mysoul_backups\mysoul_snapshot_20251227_093011\Misoul documentacion.md | 01_software\10_My_Soul\mysoul\Misoul documentacion.md | 01_software\10_My_Soul\mysoul_backups\mysoul_snapshot_20251227_090603\Misoul documentacion.md | 01_software\10_My_Soul\mysoul_backups\mysoul_snapshot_20251227_090603\conversacion con chatgpt para hacer este programa.md | 01_software\10_My_Soul\mysoul_backups\mysoul_snapshot_20251227_093011\conversacion con chatgpt para hacer este programa.md | 01_software\10_My_Soul\12_MySoul.md | 01_software\10_My_Soul\mysoul\conversacion con chatgpt para hacer este programa.md","CHANGELOG - MySoul (MySOLT) || [Unreleased] - 2026-03-27 || Added || Technical Debt || 🔮 MySoul (MySOLT) - La Conciencia Digital Evolutiva || 🌟 Visión General || 🛠️ Arquitectura de la Conciencia || 📐 Funciones Core (El Método MySOLT) || ✨ Estética: ""The God Tool"" || 🚀 Hoja de Ruta || Owner del Proyecto || Questions Log - MySoul (MySOLT) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos || CLAUDE.md - Entry Point para Claude Code || Proyecto: MySoul (MySOLT) || Estado de Documentacion"
"Voyager","10_Nekiva","14","14374","1","4","0","5","6","3","2026-03-27 22:51","02_App IOS y android\10_Nekiva\nekira-prototipo-v3-final\nekira-prototipo-v3\README.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\10_Nekiva.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\10_Nekiva\Documentacion para la IA\CLAUDE.md","Questions Log - Nekiva IA (PIRV) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - Nekiva IA (PIRV) || [Unreleased] - 2026-03-27 || Changed || CLAUDE.md - Entry Point para Claude Code || Proyecto: Nekiva IA (PIRV) || Estado: CONTEXTO RESUELTO (APPROVED)"
"Voyager","11_Interface_New_Prop_Cerrar","13","8667","4","4","0","10","7","0","2026-03-27 18:33","01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\_meta\questions-log.md | 01_software\11_Interface_New_Prop_Cerrar\11_nueva_propuesta_de_interface_cerrar.md | 01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\PROTOCOL.md | 01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\docs\PRD.md | 01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\docs\ROADMAP.md | 01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\CLAUDE.md | 01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\11_Interface_New_Prop_Cerrar\Documentacion para la IA\docs\TDD.md","🪟 Nueva Propuesta de Interfaz - Cerrar || 🌟 Visión General || 📐 Concepto Visual || 🏁 Conclusión || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - Interface New Prop Cerrar || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: Interface New Prop Cerrar || Estado de Documentacion || Owner del Proyecto"
"Voyager","11_Nutriflow","14","9485","1","4","0","7","6","1","2026-03-27 18:34","02_App IOS y android\11_Nutriflow\Documentacion para la IA\11_nutriflow.md | 02_App IOS y android\11_Nutriflow\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\11_Nutriflow\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\11_Nutriflow\desarrollo\README.md | 02_App IOS y android\11_Nutriflow\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\11_Nutriflow\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\11_Nutriflow\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\11_Nutriflow\Documentacion para la IA\docs\GLOSSARY.md","Run and deploy your AI Studio app || Run Locally || CLAUDE.md - Entry Point para Claude Code || Proyecto: Nutriflow || Estado: Todos DRAFT || Questions Log - Nutriflow || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto || CHANGELOG - Nutriflow || [Unreleased] - 2026-03-27 || Added || Technical Debt"
"Voyager","12_Orbia","13","7954","4","5","0","10","7","0","2026-03-27 18:33","01_software\12_Orbia\Documentacion para la IA\_meta\questions-log.md | 01_software\12_Orbia\Documentacion para la IA\PROTOCOL.md | 01_software\12_Orbia\Documentacion para la IA\12_Orbia.md | 01_software\12_Orbia\Documentacion para la IA\docs\ROADMAP.md | 01_software\12_Orbia\Documentacion para la IA\docs\PRD.md | 01_software\12_Orbia\Documentacion para la IA\CLAUDE.md | 01_software\12_Orbia\Documentacion para la IA\docs\DESIGN_SPEC.md | 01_software\12_Orbia\Documentacion para la IA\docs\TDD.md","CHANGELOG - Orbia || [Unreleased] - 2026-03-27 || Added || Technical Debt || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CLAUDE.md - Entry Point para Claude Code || Proyecto: Orbia || Estado de Documentacion || 🌐 Orbia - El Buscador de Nodos y Relaciones || 🌟 Visión General || 📐 Características Clave || 🚀 Estado Actual || ROADMAP - Orbia || FASE 1 - Fundamentos || TASK-1.1.1 - Configuracion del entorno de desarrollo || TASK-1.2.1 - Implementacion de funcionalidad core || FASE 2 - Integracion || TASK-2.1.1 - Integracion con ecosistema Voyager || Ultima Sesion || STATUS"
"Voyager","12_PrismaCraft","14","9523","1","4","0","7","6","0","2026-03-27 18:34","02_App IOS y android\12_PrismaCraft\Documentacion para la IA\12_PrismaCraft.md | 02_App IOS y android\12_PrismaCraft\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\12_PrismaCraft\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\12_PrismaCraft\desarrollo\README.md | 02_App IOS y android\12_PrismaCraft\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\12_PrismaCraft\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\12_PrismaCraft\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\12_PrismaCraft\Documentacion para la IA\docs\GLOSSARY.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CLAUDE.md - Entry Point para Claude Code || Proyecto: PrismaCraft || Estado: Todos DRAFT || Questions Log - PrismaCraft || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto || CHANGELOG - PrismaCraft || [Unreleased] - 2026-03-27 || Added || Technical Debt"
"Voyager","13_Panel_Ia","14","11021","4","6","1","11","8","0","2026-03-27 18:33","01_software\13_Panel_Ia\13_panel-ia.md | 01_software\13_Panel_Ia\Documentacion para la IA\_meta\questions-log.md | 01_software\13_Panel_Ia\Documentacion para la IA\13_Panel_Ia.md | 01_software\13_Panel_Ia\Documentacion para la IA\PROTOCOL.md | 01_software\13_Panel_Ia\Documentacion para la IA\docs\ROADMAP.md | 01_software\13_Panel_Ia\Documentacion para la IA\docs\PRD.md | 01_software\13_Panel_Ia\Documentacion para la IA\CLAUDE.md | 01_software\13_Panel_Ia\Documentacion para la IA\docs\TDD.md","PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CHANGELOG - Panel-IA || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: Panel-IA || Estado de Documentacion || Owner del Proyecto || Questions Log - Panel-IA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos"
"Voyager","13_Prompt-IA","14","8993","1","4","1","7","6","0","2026-03-27 18:34","02_App IOS y android\13_Prompt-IA\Documentacion para la IA\13_Prompt-IA.md | 02_App IOS y android\13_Prompt-IA\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\13_Prompt-IA\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\13_Prompt-IA\desarrollo promptptia\README.md | 02_App IOS y android\13_Prompt-IA\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\13_Prompt-IA\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\13_Prompt-IA\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\13_Prompt-IA\Documentacion para la IA\docs\ROADMAP.md","CHANGELOG - Prompt-IA || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: Prompt-IA || Estado: Todos DRAFT || Questions Log - Prompt-IA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || Owner del Proyecto || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)"
"Voyager","14_Predictia","14","22135","4","6","0","11","7","1","2026-03-27 18:33","01_software\14_Predictia\17-55-23-___PredictIA.md | 01_software\14_Predictia\Documentacion para la IA\14_Predictia.md | 01_software\14_Predictia\Documentacion para la IA\_meta\questions-log.md | 01_software\14_Predictia\Documentacion para la IA\PROTOCOL.md | 01_software\14_Predictia\Documentacion para la IA\docs\PRD.md | 01_software\14_Predictia\Documentacion para la IA\docs\ROADMAP.md | 01_software\14_Predictia\Documentacion para la IA\CLAUDE.md | 01_software\14_Predictia\Documentacion para la IA\docs\DESIGN_SPEC.md","CHANGELOG - PredictIA || [Unreleased] - 2026-03-27 || Added || Technical Debt || Questions Log - PredictIA || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos || Owner del Proyecto || GLOSSARY - PredictIA || Terminos del Producto || Convenciones de Naming || STATUS || TEST_PLAN - PredictIA || Casos de Prueba || TP-1.1: Funcionalidad Core || Criterios de Fallo || STATUS"
"Voyager","14_Punkped-IA","14","9960","1","4","0","8","9","0","2026-03-27 22:52","02_App IOS y android\14_Punkped-IA\Documentacion para la IA\14_Punkped-IA.md | 02_App IOS y android\14_Punkped-IA\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\14_Punkped-IA\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\14_Punkped-IA\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\14_Punkped-IA\README.md | 02_App IOS y android\14_Punkped-IA\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\14_Punkped-IA\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\14_Punkped-IA\Documentacion para la IA\_meta\owner.md","Run and deploy your AI Studio app || Run Locally || CLAUDE.md - Entry Point || Proyecto: Punkped-IA (Frontend Interactivo) || Estado: CONTEXTO RESUELTO (APPROVED) || ROADMAP - Punkped-IA (Frontend Interactivo) || FASE 1 - Core Features || TASK-1.1 - Consolidacion o Archivo || Ultima Sesion || STATUS || USER_DOCS - Punkped-IA || Inicio Rapido || STATUS || PRD - Punkped-IA (Frontend Interactivo) || 1. Resumen Ejecutivo || 2. El Problema || 3. La Solucion || 4. Stack || STATUS"
"Voyager","15_Punkpedia","15","93655","1","4","0","7","7","2","2026-03-27 22:52","02_App IOS y android\15_Punkpedia\subgeneros alternativos.md | 02_App IOS y android\15_Punkpedia\Documentacion para la IA\15_punkpedia.md | 02_App IOS y android\15_Punkpedia\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\15_Punkpedia\61_escenarios futuristas.md | 02_App IOS y android\15_Punkpedia\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\15_Punkpedia\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\15_Punkpedia\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\15_Punkpedia\Documentacion para la IA\docs\ROADMAP.md","USER || Thoughts || ASSISTANT || 1. Cyberpunk || 2. Steampunk || 3. Dieselpunk || 4. Atompunk || 5. Solarpunk || 🌌 Escenarios Futuristas || 📋 Resumen del Proyecto || 🎯 Objetivos Principales || 🛠 Entregables y Archivos Clave || 🚀 Próximos Pasos || CHANGELOG - Punkpedia (Lore DB) || [Unreleased] - 2026-03-27 || Changed || CLAUDE.md - Entry Point || Proyecto: Punkpedia (Lore DB) || Estado: CONTEXTO RESUELTO (APPROVED) || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)"
"Voyager","16_Pulsar_Tiktok","29","328765","4","7","0","23","16","4","2026-03-27 18:33","01_software\16_Pulsar_Tiktok\links videos tiktok\Tiktok_Consolidado_Final.md | 01_software\16_Pulsar_Tiktok\pulsar-project\PULSAR_DOCUMENTATION.md | 01_software\16_Pulsar_Tiktok\pulsar-project\Pulsar_System\PULSAR_DOCUMENTATION.md | 01_software\16_Pulsar_Tiktok\tiktok_transcriber\reactbits_code\README.md | 01_software\16_Pulsar_Tiktok\pulsar-project\Pulsar_System\docs\runbook.md | 01_software\16_Pulsar_Tiktok\pulsar-project\docs\runbook.md | 01_software\16_Pulsar_Tiktok\tiktok_transcriber\README.md | 01_software\16_Pulsar_Tiktok\links videos tiktok\seleccion preaprobada links\la estructura final definitiva.md","CHANGELOG - Pulsar TikTok || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: Pulsar TikTok || Estado de Documentacion || Owner del Proyecto || Questions Log - Pulsar TikTok || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)"
"Voyager","16_Robtinator","14","24122","3","5","1","5","8","2","2026-03-27 22:51","02_App IOS y android\16_Robtinator\9-56-39-Idea_de_proyecto.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\16_Robtinator.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\16_Robtinator\Documentacion para la IA\CLAUDE.md","USER || ASSISTANT || USER || ASSISTANT || USER || ASSISTANT || USER || ASSISTANT || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || CLAUDE.md - Entry Point para Claude Code || Proyecto: Robtinator (Debatia Mobile) || Estado: CONTEXTO RESUELTO (APPROVED) || Owner del Proyecto || Questions Log - Robtinator (Debatia Mobile) || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad"
"Voyager","17_React_Bite","28","109976","17","13","2","25","25","2","2026-06-13 16:12","01_software\17_React_Bite\archivos para PRD\gemini_integraciones diagramas.md | 01_software\17_React_Bite\archivos para PRD\PRD-ReactBite.md | 01_software\17_React_Bite\CURATED_REACTBITE_OVERVIEW.md | 01_software\17_React_Bite\archivos para PRD\DEEP_ANALYSIS.md | 01_software\17_React_Bite\archivos para PRD\LANGUAGE_EVALUATION.md | 01_software\17_React_Bite\archivos para PRD\CODE_STANDARDS.md | 01_software\17_React_Bite\archivos para PRD\CODEX_MASTER_PROMPT.md | 01_software\17_React_Bite\archivos para PRD\TASKS.md","CURATED_REACTBITE_OVERVIEW.md || Objetivo || Lectura General Del Proyecto || Información Que Sí Es Beneficiosa || 1. Intención del producto || 2. Formato Y Runtime || 3. Arquitectura Y Modo De Trabajo || 4. Diseño Y Producto || Tauri + React + Typescript || Recommended IDE Setup || Especificación del Formato .reactbite (.rbyte) || 1. Concepto || 2. Estructura del Empaquetado || 3. Esquema del `manifest.json` || 4. Restricciones Físicas y Lógicas || Guía Definitiva de Implementación (Task Backlog) || Fase 1: Setup Core & Host de Tauri (COMPLETADO ✅) || Fase 2: Implementación Formato `.reactbite` (Sprint 0-1) — SIGUIENTE PASO 🚀 || Fase 3: El Sandbox de Ejecución (Sprint 1) || Fase 4: Dashboard y SQLite Index (Sprint 1) || Fase 5: AI Wizard & Modelos (Sprint 2) || Fase 6: Packaging y OS OS Integration (Go-to-Market) || Fase 7: QA y Refinamiento (Beta) || PRD — ReactBite || 0. Resumen Ejecutivo || 1. Visión y Objetivos || Visión || Objetivos Medibles (KPIs) || 2. Público Objetivo y Nichos Prioritarios || 2.1 Usuarios de IA (Early Adopters) || 2.2 Educación"
"Voyager","17_SpeedDocumentAI","18","46299","1","6","0","11","9","0","2026-03-27 18:34","02_App IOS y android\17_SpeedDocumentAI\docs\ui_aesthetics_and_interface.md | 02_App IOS y android\17_SpeedDocumentAI\ui_aesthetics_and_interface.md | 02_App IOS y android\17_SpeedDocumentAI\technical_documentation.md | 02_App IOS y android\17_SpeedDocumentAI\docs\technical_documentation.md | 02_App IOS y android\17_SpeedDocumentAI\README.md | 02_App IOS y android\17_SpeedDocumentAI\Documentacion para la IA\17_SpeedDocumentAI.md | 02_App IOS y android\17_SpeedDocumentAI\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\17_SpeedDocumentAI\Documentacion para la IA\PROTOCOL.md","Owner del Proyecto || Questions Log - SpeedDocumentAI || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || CHANGELOG - SpeedDocumentAI || [Unreleased] - 2026-03-27 || Added || Technical Debt || CLAUDE.md - Entry Point para Claude Code || Proyecto: SpeedDocumentAI || Estado: Todos DRAFT || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas)"
"Voyager","18_Reflectia","44","212732","4","18","0","41","28","1","2026-03-27 18:33","01_software\18_Reflectia\ReflectIA\docs\arquitectura.md | 01_software\18_Reflectia\ReplIA\Replia - Arquitectura Técnica Detallada.md | 01_software\18_Reflectia\ReplIA\Replia - Guía de Estilo Visual.md | 01_software\18_Reflectia\ReplIA\Replia - Guía Técnica Detallada.md | 01_software\18_Reflectia\ReplIA\Replia - Receptor AirPlay Avanzado para Windows.md | 01_software\18_Reflectia\ReplIA\🎉 REPLIA - FUNCIONALIDADES REALES IMPLEMENTADAS.md | 01_software\18_Reflectia\ReplIA\🚀 INSTRUCTIVO COMPLETO - COMPILAR REPLIA EN WINDOWS.md | 01_software\18_Reflectia\ReplIA\Replia - Diseño de Interfaz de Usuario.md","Run and deploy your AI Studio app || Run Locally || Run and deploy your AI Studio app || Run Locally || Instrucciones de Compilación y Ejecución de Replia en Windows || 1. Requisitos del Sistema || 2. Preparación del Proyecto || 3. Restaurar Dependencias || 4. Compilación del Proyecto || Posibles Advertencias durante la Compilación: || 5. Ejecución de la Aplicación || 6. Uso de Replia || 📱 REPLIA - ACTUALIZACIÓN IPHONE MIRRORING || 🎉 ¡NUEVA INTERFAZ IMPLEMENTADA! || ✨ **NUEVAS CARACTERÍSTICAS** || 🖼️ **Interfaz iPhone Mirroring** || 📱 **Experiencia Nativa** || 🎮 **Control Interactivo** || 🎨 **Estados Visuales** || 🔧 **MEJORAS TÉCNICAS** || Replia - Receptor AirPlay para Windows || Fase 1: Análisis de requisitos y arquitectura del sistema ✅ || Fase 2: Investigación de tecnologías AirPlay y librerías disponibles ✅ || Fase 3: Diseño de la interfaz y experiencia de usuario ✅ || Fase 4: Configuración del entorno de desarrollo y dependencias ✅ || Fase 5: Implementación del módulo de descubrimiento Bonjour/mDNS ✅ || Fase 6: Desarrollo del receptor AirPlay core ✅ || Fase 7: Implementación del sistema de control remoto Bluetooth HID ✅"
"Voyager","18_Uiverse","13","6256","1","3","0","12","6","0","2026-03-27 22:52","02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\_meta\questions-log.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\18_ui_lab.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\PROTOCOL.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\docs\PRD.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\docs\DESIGN_SPEC.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\docs\ROADMAP.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\_meta\owner.md | 02_App IOS y android\18_Uiverse\18_Ui_lab\Documentacion para la IA\docs\TDD.md","CHANGELOG - UI Lab || [Unreleased] - 2026-03-27 || Changed || PROTOCOL.md - Protocolo Maestro de Desarrollo de Software || SECCION G - RESTRICCIONES ABSOLUTAS (Total: 15 reglas activas) || SECCION H - OBLIGACIONES ACTIVAS (Total: 15 reglas activas) || Owner del Proyecto || Questions Log - UI Lab || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala || Categoria: Calidad || CLAUDE.md - Entry Point || Proyecto: UI Lab || Estado: CONTEXTO RESUELTO (APPROVED)"
"Voyager","19_serenesymphony","173","948772","24","73","8","167","66","23","2026-05-15 05:04","01_software\19_serenesymphony\serene\Legacy\Guía de Desarrollo Automatizado con ChatGPT para SereneSymphony (Actualizada).md | 01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\01_Gestion\Legacy\Guía de Desarrollo Automatizado con ChatGPT para SereneSymphony (Actualizada).md | 01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\01_Gestion\Legacy\Guía Completa_ Automatización del Desarrollo con GitHub Actions y OpenAI API.md | 01_software\19_serenesymphony\Serenesymphony\serene\Guía Completa_ Automatización del Desarrollo con GitHub Actions y OpenAI API.md | 01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Guía Completa_ Automatización del Desarrollo con GitHub Actions y OpenAI API.md | 01_software\19_serenesymphony\serene\Legacy\Guía Completa_ Automatización del Desarrollo con GitHub Actions y OpenAI API.md | 01_software\19_serenesymphony\Serenesymphony\serene\Documento Técnico_ SereneSymphony.md | 01_software\19_serenesymphony\Master SereneSymphony\03_Research_Legacy\Raw_Snapshots\Serenesymphony\serene\Documento Técnico_ SereneSymphony.md","RESUMEN GENERAL Y ESPECIFICACIÓN DE STAGE MANAGER - SERENE SYMPHONY || 1. Resumen General de SereneSymphony || 1.1 Módulos Principales: || 2. Funcionamiento estilo Stage Manager (macOS) || 2.1 Enfoque en la Ventana Activa || 2.2 Panel de Miniaturas Configurable || 2.3 Fondo Translúcido y Control de Escritorio || 2.4 Servicios Core || LOG DE DEPURACIÓN Y ESTADO DE COMPILACIÓN - SERENE SYMPHONY || 1. INCIDENCIAS Y ERRORES IDENTIFICADOS || 2. COMPONENTE CORREGIDO: StageManagerView.xaml || 3. ESTADO ACTUAL DEL DESARROLLO (PUNTO DE CONTROL) || HISTORIAL Y CONTEXTO DE DESARROLLO - SERENE SYMPHONY || 1. FUENTES DE ORIGEN (ARCHIVOS ZIP/RAR) || 2. DIRECTIVAS DE INTERACCIÓN (PROTOCOLO DANU) || 3. BLOQUE 1: INICIALIZACIÓN Y CONTROL || 4. MAPEADO DE ARCHIVOS Y DOCUMENTACIÓN || 5. MODOS DE OPERACIÓN DISPONIBLES || ANÁLISIS DE LÓGICA Y ARQUITECTURA: SERENE SYMPHONY (VOYAGER 2026) || 1. Visión Holística del Proyecto || 2. Pilares de Desarrollo (Estructura Numerada) || 01_Gestion (El Cerebro Estratégico) || 02_Core (El Motor de Ejecución) || 03_UI (La Capa de Experiencia Emocional) || 04_Docs_IA (El Puente Semántico) || 3. Lógica Operativa Clave: ""The Blur Symphony"" || Environment Status || .NET || Docker || Windows Sandbox"
