"Root","Project","Top","RelativePath","FileName","Bytes","Modified","HeadingSample","HasPRD","HasRoadmap","HasFinance","HasDesign","HasArchitecture","HasLegalRisk"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\Documentacion para la IA\docs\DESIGN_SPEC.md","DESIGN_SPEC.md","470","2026-03-27 18:33","DESIGN_SPEC - Proyectia || 1. Estetica Visual || 2. Flujos de Usuario || 3. Componentes UI || STATUS","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\Documentacion para la IA\CLAUDE.md","CLAUDE.md","527","2026-03-27 18:33","CLAUDE.md - Entry Point para Claude Code || Proyecto: Proyectia || Estado de Documentacion","1","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\Documentacion para la IA\CHANGELOG.md","CHANGELOG.md","304","2026-03-27 18:33","CHANGELOG - Proyectia || [Unreleased] - 2026-03-27 || Added || Technical Debt","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\Documentacion para la IA\15_proyectia.md","15_proyectia.md","1892","2026-03-26 03:30","📋 Proyectia - Command Center Nativo de Alto Rendimiento || 🌟 Visión General || 📐 Arquitectura de Ingeniería || ❤️ The Hearts Engine (Priorización Visual) || 🧩 Ecosistema de Widgets || 🚀 Hoja de Ruta Estratégica","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\proyectia-tsk\TROPHY_VISUAL_MANIFEST.md","TROPHY_VISUAL_MANIFEST.md","344","2026-05-20 18:17","TROPHY_VISUAL_MANIFEST.md || Status || Scope || Future","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\proyectia-tsk\TROPHY_SYSTEM.md","TROPHY_SYSTEM.md","520","2026-05-20 18:17","TROPHY_SYSTEM.md || Estado || Garantías || APIs UI (read-only)","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\proyectia-tsk\TEST_MATRIX.md","TEST_MATRIX.md","2992","2026-05-20 18:17","TEST_MATRIX.md","0","1","0","1","0","0"
"C_DEV","Reactbite","Reactbite","Reactbite\reactbite-fusion\src-tauri\resources\README.md","README.md","882","2026-06-13 12:35","Recursos nativos","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\TODO_LO_QUE_HACE_EL_PROYECTO_ANALISIS_Y_SUGERENCIAS.md","TODO_LO_QUE_HACE_EL_PROYECTO_ANALISIS_Y_SUGERENCIAS.md","4463","2026-05-02 00:58","TODO LO QUE HACE EL PROYECTO: ANÁLISIS Y SUGERENCIAS || 1. Análisis de Funcionalidades Actuales || 1.1 Diseño de Niveles Narrativos (SceneBoxes) || 1.2 Sistema de Nodos con Anclaje Espacial || 1.3 Sincronización ""File-First"" (1 Nodo = 1 Archivo) || 1.4 Interfaz Monocromática Profesional || 1.5 Integración de IA (Antigravity) || 2. Sugerencias de Mejora y Nuevas Funcionalidades","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\RETRIVER_TRANSCRIPCION_CHATGPT.md","RETRIVER_TRANSCRIPCION_CHATGPT.md","5052","2026-04-30 20:41","📝 TRANSCRIPCIÓN ORIGINAL: RETRIEVER (ORIGEN CHATGPT) || 1. LA IDEA DEL JUEGO || La base conceptual || 2. ESTRUCTURA NARRATIVA SUGERIDA || 3. MECÁNICAS BRILLANTES || 4. ROLES Y PRODUCCIÓN || 5. DIRECCIÓN DE ARTE (ART DIRECTION) || 6. SÍNTESIS DE LA HISTORIA (RETRIVER)","0","1","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\RETRIVER_GDD_CHATGPT.md","RETRIVER_GDD_CHATGPT.md","5727","2026-04-29 17:39","🤖 PROYECTO RETRIEVER: GDD (ORIGEN CHATGPT) || 1. CANVAS DE LA IDEA CENTRAL || 2. NARRATIVA Y ESTRUCTURA || 2.1 El Conflicto Inicial || 2.2 El Viaje Emocional (4 Actos) || 3. PERFIL DEL PERSONAJE: EL GOLDEN RETRIEVER || 3.1 Diseño Visual || 4. DIRECCIÓN DE ARTE (ART DIRECTION)","0","1","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\GDD_RETRIVER_VIAJE_HEROE.md","GDD_RETRIVER_VIAJE_HEROE.md","2443","2026-04-29 18:02","","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\GDD_RETRIVER_NARRATIVA_COMPLETA.md","GDD_RETRIVER_NARRATIVA_COMPLETA.md","2606","2026-04-29 18:02","","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\GDD_RETRIVER_GAMEPLAY.md","GDD_RETRIVER_GAMEPLAY.md","1978","2026-04-29 18:02","","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\GDD_RETRIVER_CANVAS_IDEA.md","GDD_RETRIVER_CANVAS_IDEA.md","2047","2026-04-29 18:02","Canvas de la Idea Central: ""Retriever"" || La Gran Ironía || Filosofía de Diseño","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\GDD_RETRIVER_ARCO_PERSONAJE.md","GDD_RETRIVER_ARCO_PERSONAJE.md","2240","2026-04-29 18:02","","0","0","0","1","1","1"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\Proyectia tsk\DOCS\CONCEPT_SOFTWARE_NARRATIVA_ESCENAS.md","CONCEPT_SOFTWARE_NARRATIVA_ESCENAS.md","5416","2026-05-02 21:25","[SOFTWARE_NAME] || Herramienta de Diseño de Narrativa para Videojuegos de Escenas Fijas || Documento de Concepto y Especificación del Programa · v1.0 || 0. Propósito del Programa || 1. Filosofía Central || 1.1 La Escena como Unidad Mínima de Significado || 1.2 El Espacio como Boceto Técnico || 2. Interfaz y Flujo de Trabajo","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\proyectia-tsk\TECH_STACK.md","TECH_STACK.md","605","2026-05-20 18:17","TECH_STACK.md || Stack actual || Comandos verificados || Dependencias/Políticas","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\proyectia-tsk\TASK_GRAPH_SYSTEM.md","TASK_GRAPH_SYSTEM.md","771","2026-05-20 18:17","TASK_GRAPH_SYSTEM.md || Status || Implemented contracts || Event typing || Not implemented in this pass || Notes","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\proyectia-local\PLANLIST.md","PLANLIST.md","4627","2026-04-29 03:03","PLANLIST — Proyectia Continuidad || Estado actual || Hecho (completado) || Base de plataforma || IA local-first (S1 parcial) || Persistencia desktop (S1 parcial) || Contratos base de arquitectura || Sync multi-ventana (S2 base)","0","1","0","1","1","1"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\chatbot protectia\analisis_referencias_chatbot.md","analisis_referencias_chatbot.md","2308","2026-05-08 03:56","Investigación: Referencias Chatbot Minimalistas & Premium (Selección Final) || 💎 Condiciones de Calidad Premium || 📂 Referencias Elegidas || 🎥 Capturas de Diseño Seleccionadas","0","0","0","1","0","0"
"C_DEV","transparentimagen","transparentimagen","transparentimagen\asteria\_codex_backup_asteria_90_review_20260606-030200\TECH_DEBT_REGISTER.md","TECH_DEBT_REGISTER.md","6835","2026-06-06 02:52","Tech Debt Register || Build regression note || Material Vault note || 3D preview note","0","1","0","1","1","0"
"C_DEV","transparentimagen","transparentimagen","transparentimagen\asteria\_codex_backup_asteria_90_review_20260606-030200\RISK_REGISTER.md","RISK_REGISTER.md","3507","2026-06-06 02:52","Risk Register || Build regression note || Material Vault note || 3D preview note","0","0","0","1","1","0"
"C_DEV","transparentimagen","transparentimagen","transparentimagen\asteria\_codex_backup_asteria_90_review_20260606-030200\ASTERIA_ROADMAP_CURRENT.md","ASTERIA_ROADMAP_CURRENT.md","700","2026-06-06 02:58","Asteria Roadmap Current || Confirmed phases","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\_meta\questions-log.md","questions-log.md","1677","2026-03-27 18:33","Questions Log - Proyectia || Categoria: Proposito || Categoria: Usuarios || Categoria: Tecnico || Categoria: Datos y Seguridad || Categoria: Escala y Entornos || Categoria: Calidad y Criterios || Supuestos Activos","1","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\_meta\owner.md","owner.md","286","2026-03-27 18:33","Owner del Proyecto","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\SECURITY_4.md","SECURITY_4.md","2656","2025-08-01 08:57","Security || Reporting Security Issues || Preferred Languages || Policy","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\SECURITY_3.md","SECURITY_3.md","455","2025-08-01 08:56","Security Policy || Supported Versions || Reporting a Vulnerability","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\SECURITY_2.md","SECURITY_2.md","455","2025-08-01 08:54","Security Policy || Supported Versions || Reporting a Vulnerability","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\SECURITY_1.md","SECURITY_1.md","2656","2026-02-16 01:05","Security || Reporting Security Issues || Preferred Languages || Policy","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\SECURITY.md","SECURITY.md","2757","2026-02-16 01:05","Security || Reporting Security Issues || Preferred Languages || Policy","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_99.md","README_99.md","332","2025-08-01 08:39","@babel/helper-plugin-utils || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_98.md","README_98.md","387","2025-08-01 08:39","@babel/helper-module-transforms || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_97.md","README_97.md","355","2025-08-01 08:39","@babel/helper-module-imports || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_96.md","README_96.md","330","2025-08-01 08:39","@babel/helper-globals || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_95.md","README_95.md","376","2025-08-01 08:39","@babel/helper-compilation-targets || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_94.md","README_94.md","434","2025-08-01 08:39","@babel/generator || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_93.md","README_93.md","401","2025-08-01 08:39","@babel/core || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_92.md","README_92.md","307","2025-08-01 08:39","@babel/compat-data || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_91.md","README_91.md","334","2025-08-01 08:38","@babel/code-frame || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_90.md","README_90.md","7304","2025-08-01 08:38","@ampproject/remapping || Installation || Usage || Multiple transformations of a file || Advanced control of the loading graph || Options","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_9.md","README_9.md","332","2026-02-16 01:05","@babel/helper-plugin-utils || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_89.md","README_89.md","553","2026-02-05 01:50","Run and deploy your AI Studio app || Run Locally","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_88.md","README_88.md","553","2025-10-12 10:15","Run and deploy your AI Studio app || Run Locally","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_87.md","README_87.md","4717","2026-02-16 01:05","yallist || basic usage || api || Yallist || Yallist.create(..) || Yallist.Node","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_86.md","README_86.md","1152","2026-02-16 01:05","vite ⚡","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_85.md","README_85.md","856","2026-02-16 01:05","Update Browserslist DB || Docs","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_84.md","README_84.md","455","2026-02-16 01:05","undici-types","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_83.md","README_83.md","2842","2026-02-16 01:05","TypeScript || Installing || Contribute || Documentation || Roadmap","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_82.md","README_82.md","4033","2026-02-16 01:05","tslib || Installing || npm || TypeScript 3.9.2 or later || TypeScript 3.8.4 or earlier || TypeScript 2.3.2 or earlier || yarn || TypeScript 3.9.2 or later","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_81.md","README_81.md","932","2026-02-16 01:05","tinyglobby || Usage || Documentation","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_80.md","README_80.md","8844","2026-02-16 13:59","Tapable || Installation || Usage || Hook types || Interception || Context","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_8.md","README_8.md","387","2026-02-16 01:05","@babel/helper-module-transforms || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_79.md","README_79.md","1836","2026-02-16 01:05","Documentation || Community || Contributing","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_78.md","README_78.md","26040","2026-02-16 01:05","Source Map JS || Use with Node || Table of Contents || Examples || Consuming a source map || Generating a source map || API || SourceMapConsumer","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_77.md","README_77.md","16974","2026-02-16 01:05","Install || Usage || Versions || Ranges || Prerelease Tags || Advanced Range Syntax","0","0","1","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_76.md","README_76.md","346","2026-02-16 01:05","`scheduler` || Thanks","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_75.md","README_75.md","10005","2026-02-16 01:05","Overview || Quick Start Guide || Commands || compile to a <script> containing a self-executing function || compile to a CommonJS module || UMD format requires a bundle name || Why || Tree Shaking","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_74.md","README_74.md","584","2026-02-16 01:05","react-refresh","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_73.md","README_73.md","1096","2026-02-16 01:05","`react-dom` || Installation || Usage || In the browser || On the server || API || `react-dom` || `react-dom/client`","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_72.md","README_72.md","1158","2026-02-16 01:05","`react` || Usage || Documentation || API","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_71.md","README_71.md","7683","2026-02-16 01:05","postcss-value-parser || Usage || Nodes || word || string || div || space || comment","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_70.md","README_70.md","1200","2026-02-16 01:05","PostCSS || Docs","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_7.md","README_7.md","355","2026-02-16 01:05","@babel/helper-module-imports || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_69.md","README_69.md","28608","2026-02-16 01:05","Why picomatch? || Table of Contents || Install || Usage || API || [picomatch](lib/picomatch.js#L31) || [.test](lib/picomatch.js#L116) || [.matchBase](lib/picomatch.js#L160)","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_68.md","README_68.md","622","2026-02-16 01:05","picocolors || Docs","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_67.md","README_67.md","505","2026-02-16 01:05","Node.js releases data || Installation","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_66.md","README_66.md","1552","2026-02-16 01:05","Nano ID || Docs","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\readme_65.md","readme_65.md","1886","2026-02-16 01:05","ms || Examples || Convert from Milliseconds || Time Format Written-Out || Features || Related Packages || Caught a Bug?","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_64.md","README_64.md","12608","2026-02-16 13:59","magic-string || Installation || Usage || Properties || s.offset || Methods || s.addSourcemapLocation( index ) || s.append( content )","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_63.md","README_63.md","5987","2026-02-16 01:05","lru cache || Installation: || Usage: || Options || API","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_62.md","README_62.md","121","2026-02-16 13:59","","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_61.md","README_61.md","6058","2026-02-16 13:59","⚡️ Lightning CSS || Features || Documentation || Benchmarks","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_60.md","README_60.md","10419","2026-02-16 01:05","JSON5 – JSON for Humans || Summary of Features || Objects || Arrays || Strings || Numbers || Comments || White Space","0","1","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_6.md","README_6.md","330","2026-02-16 01:05","@babel/helper-globals || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_59.md","README_59.md","14215","2026-02-16 01:05","jsesc || Installation || API || `jsesc(value, options)`","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_58.md","README_58.md","7388","2026-02-16 01:05","`jsTokens` ### || `var token = matchToToken(match)` ### || Template string interpolation ### || Division and regex literals collision ### || ES2018 ###","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_57.md","README_57.md","7831","2026-02-16 13:59","jiti || 🌟 Used in || ✅ Features || 💡 Usage || CLI || Programmatic || Register global ESM loader || 🎈 `jiti/native`","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_56.md","README_56.md","4741","2026-02-16 13:59","graceful-fs || Improvements over [fs module](https://nodejs.org/api/fs.html) || USAGE || Sync methods || Global Patching || Changes || v4 || v3","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_55.md","README_55.md","5350","2026-02-16 01:05","gensync || Example || API || gensync(generatorFnOrOptions) || gensync.all(iterable) || gensync.race(iterable)","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_54.md","README_54.md","3974","2026-02-16 01:05","Get started || 🐇 Quick start || 📚 Docs || 💎 Contribute || 👩🏻‍⚖️ License || ✨ Framer","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_53.md","README_53.md","96","2026-02-16 01:05","","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_52.md","README_52.md","16772","2026-02-16 01:05","Fraction.js - ℚ in JavaScript || Convert Decimal to Fraction || Precision || Examples / Motivation || Laplace Probability || Convert degrees/minutes/seconds to precise rational representation: || Rational approximation of irrational numbers || Get the exact fractional part of a number","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_51.md","README_51.md","3851","2026-02-16 01:05","🚄 Quickstart || Installation || Usage || Documentation: || 📊 Benchmarks: || 🙏Used by: || 🦮 LICENSE","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\readme_50.md","readme_50.md","6993","2026-02-16 01:05","escalade [![CI](https://github.com/lukeed/escalade/workflows/CI/badge.svg)](https://github.com/lukeed/escalade/actions) [![licenses](https://licenses.dev/b/npm/escalade)](https://licenses.dev/npm/escalade) [![codecov](https://badgen.now.sh/codecov/c/github/lukeed/escalade)](https://codecov.io/gh/lukeed/escalade) || Install || Modes || Usage || API || escalade(input, callback) || Benchmarks || Load Time","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_5.md","README_5.md","376","2026-02-16 01:05","@babel/helper-compilation-targets || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_49.md","README_49.md","175","2026-02-16 01:05","esbuild","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_48.md","README_48.md","12723","2026-02-16 13:59","enhanced-resolve || Features || Getting Started || Install || npm || or Yarn || Resolve || Creating a Resolver","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_47.md","README_47.md","6460","2026-02-16 01:05","Made by [@kilianvalkhof](https://twitter.com/kilianvalkhof) || Electron-to-Chromium [![npm](https://img.shields.io/npm/v/electron-to-chromium.svg)](https://www.npmjs.com/package/electron-to-chromium) [![travis](https://img.shields.io/travis/Kilian/electron-to-chromium/master.svg)](https://travis-ci.org/Kilian/electron-to-chromium) [![npm-downloads](https://img.shields.io/npm/dm/electron-to-chromium.svg)](https://www.npmjs.com/package/electron-to-chromium) [![codecov](https://codecov.io/gh/Kilian/electron-to-chromium/branch/master/graph/badge.svg)](https://codecov.io/gh/Kilian/electron-to-chromium)[![FOSSA Status](https://app.fossa.io/api/projects/git%2Bgithub.com%2FKilian%2Felectron-to-chromium.svg?type=shield)](https://app.fossa.io/projects/git%2Bgithub.com%2FKilian%2Felectron-to-chromium?ref=badge_shield) || Install || Usage || Properties || Functions || Importing just versions, fullVersions, chromiumVersions and fullChromiumVersions || Updating","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_46.md","README_46.md","3215","2026-02-16 13:59","detect-libc || Install || API || GLIBC || MUSL || family || familySync || version","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_45.md","README_45.md","22115","2026-02-16 01:05","debug || Installation || Usage || Namespace Colors || Millisecond diff || Conventions || Wildcards || Environment Variables","0","0","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_44.md","README_44.md","7421","2026-02-16 01:05","convert-source-map [![Build Status][ci-image]][ci-url] || Upgrading || API || fromObject(obj) || fromJSON(json) || fromURI(uri) || fromBase64(base64) || fromComment(comment)","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_43.md","README_43.md","164","2026-02-16 01:05","caniuse-lite || Docs","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_42.md","README_42.md","2761","2026-02-16 01:05","Browserslist || Browsers that we support || Docs","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_41.md","README_41.md","21428","2026-02-16 01:05","[`baseline-browser-mapping`](https://github.com/web-platform-dx/web-features/packages/baseline-browser-mapping) || Install for local development || Keeping `baseline-browser-mapping` up to date || Importing `baseline-browser-mapping` || Get Baseline Widely available browser versions or Baseline year browser versions || `getCompatibleVersions()` configuration options || Get data for all browser versions","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_40.md","README_40.md","1565","2026-02-16 01:05","Autoprefixer [![Cult Of Martians][cult-img]][cult] || Docs","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_4.md","README_4.md","434","2026-02-16 01:05","@babel/generator || Install","0","0","0","1","0","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_39.md","README_39.md","5289","2026-02-16 01:05","@vitejs/plugin-react [![npm](https://img.shields.io/npm/v/@vitejs/plugin-react.svg)](https://npmjs.com/package/@vitejs/plugin-react) || Options || include || exclude || jsxImportSource || jsxRuntime || babel || reactRefreshHost","0","1","0","1","1","0"
"C_DEV","TSK DISENO","TSK DISENO","TSK DISENO\info vieja\15_Proyectia\documentacion\README_38.md","README_38.md","1541","2026-02-16 01:05","Installation || Summary || Details || Additional Details || Credits","0","0","0","1","0","0"
